refit_month,feature,standardized_coefficient
2021-01-31,roa,0.007592023921473068
2021-01-31,gross_margin,0.013888588675552512
2021-01-31,cash_conversion,0.009174148147477326
2021-01-31,medium_reversal_3m,0.006357922105898166
2021-01-31,medium_reversal_6m,-0.0018108663880397535
2021-01-31,return_stability_6m,-0.0007520476616883011
2021-01-31,return_stability_12m,0.00667506062945057
2021-01-31,downside_stability_12m,-0.0001516697851817195
2021-01-31,low_turnover,0.019569038795912375
2021-01-31,lottery_avoidance,0.00589784869271107
2021-01-31,residual_reversal,-0.014878711679039746
2021-01-31,profitability_momentum,0.0044955407539021075
2021-01-31,value_composite,0.0007738274337464183
2021-01-31,quality_composite,-0.014687530097831586
2021-01-31,long_term_reversal_12_1_missing,0.0037875877751810316
