signal_month,realization_month,period,model,rank_ic,industry_long_short_gross_return,scored_stocks,missing_forward_return_stocks,maximum_training_month,maximum_feature_month,production_candidate
2025-09-30,2025-10-31,retrospective_test,ridge,0.2551510654753223,0.025492199996204508,4222,0,2025-06-30,2025-09-30,True
2025-09-30,2025-10-31,retrospective_test,huber,0.2551856173938946,0.024865008520173797,4222,0,2025-06-30,2025-09-30,False
2025-09-30,2025-10-31,retrospective_test,tabm_experimental,0.1331831353814514,-0.0011947141483480991,4222,0,2025-06-30,2025-09-30,False
2025-09-30,2025-10-31,retrospective_test,retrieval_experimental,0.06975011267615011,0.0009091905300668517,4222,0,2025-06-30,2025-09-30,False
2025-10-31,2025-11-30,retrospective_test,ols,0.12457140964527537,-0.0013739968403754903,4222,0,2025-09-30,2025-10-31,False
2025-10-31,2025-11-30,retrospective_test,ridge,0.1245623647788009,-0.0015152170044803088,4222,0,2025-09-30,2025-10-31,True
2025-10-31,2025-11-30,retrospective_test,huber,0.12501771253668617,0.0003597381574331364,4222,0,2025-09-30,2025-10-31,False
2025-10-31,2025-11-30,retrospective_test,tabm_experimental,0.05151559069946216,0.02277610232531568,4222,0,2025-09-30,2025-10-31,False
2025-10-31,2025-11-30,retrospective_test,retrieval_experimental,0.027354150662556677,0.005007587473356956,4222,0,2025-09-30,2025-10-31,False
2025-11-30,2025-12-31,retrospective_test,ols,0.12280612261023116,0.00887942767410538,4221,0,2025-09-30,2025-11-30,False
2025-11-30,2025-12-31,retrospective_test,ridge,0.12281798440445975,0.00921633673373059,4221,0,2025-09-30,2025-11-30,True
2025-11-30,2025-12-31,retrospective_test,huber,0.12310254077164072,0.009811794478811881,4221,0,2025-09-30,2025-11-30,False
2025-11-30,2025-12-31,retrospective_test,tabm_experimental,-0.005646226179722627,0.0012591817586303314,4221,0,2025-09-30,2025-11-30,False
2025-11-30,2025-12-31,retrospective_test,retrieval_experimental,0.00883536629811846,-0.05257458175393547,4221,0,2025-09-30,2025-11-30,False
