signal_month,month,gross_return,turnover,holdings,smoothing_weight,exit_fraction,net_return,exposure,scaled_turnover,scaled_gross_return,scaled_net_return,hedge_index_return,estimated_beta,hedge_notional,hedge_turnover,hedge_trade_cost,hedge_roll_cost,overlay_gross_return,overlay_net_return
2025-02-28,2025-03-31,0.016475870909714,0.2976190476190523,420,0.75,0.2,0.0158806328144759,0.6163201982041782,0.1853363478273917,0.0101544120246614,0.0097837393290066,-0.0003589774909488197,0.8228052143651318,0.4114026071825659,0.06115806679581842,3.0579033397909214e-05,0.00034283550598547156,0.0166235551854102,0.01565490255078872
2025-03-31,2025-04-30,-0.0306680588793092,0.3166666666666715,419,0.75,0.2,-0.0313013922126425,0.6276237417289431,0.2064716062894243,-0.0192480018653955,-0.0196609450779744,-0.038573408937036646,0.8421477338846793,0.42107386694233967,0.009671259759773787,4.835629879886894e-06,0.0003508948891186164,-0.014425804417042977,-0.01541486826937478
2025-04-30,2025-05-31,0.0487747693962542,0.3794749403341376,416,0.75,0.2,0.0480158195155859,0.6151936108101076,0.2458806896749437,0.0300059265013119,0.029514165121962,0.00696989435049411,0.8567817120935944,0.4283908560467972,0.00731698910445755,3.6584945522287746e-06,0.0003569923800389977,0.045788930388890293,0.04466932963363077
2025-05-31,2025-06-30,0.0592966247002759,0.3725961538461605,413,0.75,0.2,0.0585514323925835,0.6150105413884631,0.2293336317178307,0.0364680492594251,0.0360093819959895,0.04308299463600429,0.8553722643014201,0.42768613215071005,0.0007047238960871671,3.5236194804358354e-07,0.0003564051101255917,0.040870625362933434,0.0397686755831674
2025-06-30,2025-07-31,0.0661759285067873,0.3365155131264923,419,0.75,0.2,0.0655028974805343,0.6698326218469957,0.261782668372073,0.0443267956948606,0.0438032303581165,0.05256615214321636,0.8221450702838426,0.4110725351419213,0.016613597008788727,8.306798504394364e-06,0.0003425604459516011,0.04456742708261941,0.04354352881191041
2025-07-31,2025-08-31,0.0671039415802509,0.4373522458628923,423,0.75,0.2,0.0662292370885251,0.6668004158483116,0.2946588654122536,0.0447449361507721,0.0441556184199476,0.13131079227669473,0.8255063464953026,0.4127531732476513,0.0016806381057299924,8.403190528649962e-07,0.0003439609777063761,0.01290499538638197,0.011685489597896927
2025-08-31,2025-09-30,-0.0023232946689875,0.368794326241137,422,0.75,0.2,-0.0030608833214698,0.6984775759721146,0.277589370223891,-0.0016227692286633,-0.0021779479691111,0.0523063485116404,0.7369021280480148,0.3684510640240074,0.044302109223643915,2.2151054611821957e-05,0.0003070425533533395,-0.021595624433311963,-0.022662406693759424
2025-09-30,2025-10-31,0.0225060198820033,0.3356973995271898,423,0.75,0.2,0.0218346250829489,1.0,0.5359995299097795,0.0225060198820033,0.0214340208221838,-0.010976502105512709,0.501185664527727,0.2505928322638635,0.11785823176014393,5.892911588007197e-05,0.00020882736021988623,0.02525665263297399,0.024317501357819633
2025-10-31,2025-11-30,-0.0040103631666898,0.3971631205673772,422,0.75,0.2,-0.0048046894078246,1.0,0.3971631205673772,-0.0040103631666898,-0.0048046894078246,-0.04084838088765186,0.4889701065556585,0.24448505327782924,0.006107778986034235,3.0538894930171173e-06,0.00020373754439819106,0.005976455410940827,0.004975337735914819
2025-11-30,2025-12-31,0.0110472368340476,0.3554502369668244,422,0.75,0.2,0.010336336360114,1.0,0.3554502369668244,0.0110472368340476,0.010336336360114,0.06172392484696476,0.5242672601963931,0.26213363009819657,0.01764857682036733,8.824288410183665e-06,0.00021844469174849714,-0.005132679649995545,-0.006070849104087827
