month,decile,return,stocks
2022-09-30,9,-0.08161898138965216,356
2022-09-30,10,-0.0747775466595636,402
2022-10-31,1,0.01823469265022898,331
2022-10-31,2,0.02142964894652644,372
2022-10-31,3,0.03999443506649087,354
2022-10-31,4,0.03788111677467082,376
2022-10-31,5,0.03001881119810134,369
2022-10-31,6,0.025836534822764108,354
2022-10-31,7,0.029096287929768157,364
2022-10-31,8,0.03516691556843771,366
2022-10-31,9,0.028247040491504765,360
2022-10-31,10,0.029339359254851583,405
2022-11-30,1,0.04027652287702075,334
2022-11-30,2,0.0575107644473144,373
2022-11-30,3,0.0841512241292589,362
2022-11-30,4,0.08133280044087363,373
2022-11-30,5,0.06569698762762469,377
2022-11-30,6,0.08909050129943166,361
2022-11-30,7,0.07880058334542503,362
2022-11-30,8,0.09568675444462316,373
2022-11-30,9,0.08820032858957488,362
2022-11-30,10,0.08918027490258758,408
2022-12-31,1,-0.0723244469861424,341
2022-12-31,2,-0.050298253096389314,379
2022-12-31,3,-0.0319928163946286,366
2022-12-31,4,-0.03645163902457304,380
2022-12-31,5,-0.03433159681927123,385
2022-12-31,6,-0.04205750955990239,368
2022-12-31,7,-0.036170074813135986,365
2022-12-31,8,-0.02774525278310868,381
2022-12-31,9,-0.027850359132278815,364
2022-12-31,10,-0.02936169455941741,414
2023-01-31,1,0.0516088895112846,345
2023-01-31,2,0.06884950037531842,384
2023-01-31,3,0.0737102989178127,366
2023-01-31,4,0.07613339730221265,384
2023-01-31,5,0.08652395728589457,384
2023-01-31,6,0.0876250952475818,372
2023-01-31,7,0.08388605128797609,371
2023-01-31,8,0.08152660631710548,379
2023-01-31,9,0.08126173537294275,371
2023-01-31,10,0.07544985986981882,419
2023-02-28,1,-0.00896214957850201,348
2023-02-28,2,0.011265322564653303,384
2023-02-28,3,0.016102410938442883,373
2023-02-28,4,0.025055026061141565,385
2023-02-28,5,0.029216293152185047,395
2023-02-28,6,0.030557436023434057,372
2023-02-28,7,0.034345294767624955,374
2023-02-28,8,0.043943264575108866,384
2023-02-28,9,0.049831273435208566,373
